ID	Level	Area	Name	Log Message Example	Description	Format	Message Variables
25000000	INFO	VPN / SSLVPN	User login	Mobile VPN with SSL user tsmith logged in. Virtual IP address is 192.168.113.2. Real IP address is 192.51.100.2.	"A user logged in to VPN with SSL. The log message specifies the VPN user type,and the user's name, virtual IP address, and real IP address."	%s %s logged in. Virtual IP address is %s. Real IP address is %s.	${vpn_user_type} ${user_name} logged in. Virtual IP address is ${virtual_ipaddr}. Real IP address is ${real_ipaddr}.
25000001	INFO	VPN / SSLVPN	User log off	Mobile VPN with SSL user tsmith logged off. Virtual IP address is 192.168.113.2.	The VPN with SSL user with the specified virtual IP address logged out.	%s %s logged off. Virtual IP address is %s.	${vpn_user_type} ${user_name} logged off. Virtual IP address was ${virtual_ipaddr}.
2010001	INFO	VPN / IPSEC	IKE process starts	The IPSec IKE process started.	WatchGuard iked v11.6.B341909 (C) 1996-2012 WatchGuard Technologies Inc. starts at Wed Jun 30 21:49:08 2012	WatchGuard iked v%s %s starts at %s	Ð
2010002	INFO	VPN / IPSEC	Configuration update started	An IPSec configuration update started.	Started processing a configuration setting	Started to process a configuration setting	Ð
2010003	INFO	VPN / IPSEC	Configuration update completed	An IPSec configuration update was successfully completed.	A configuration setting has been processed successfully	A configuration setting has been processed successfully	Ð
2010004	WARN	VPN / IPSEC	Device not activated	The device is not activated. IPSec tunnels cannot be established.	"WARNING! Tunnel negotiation is NOT allowed because the local box is not activated yet(no ""LIVESECURITY"" feature key is found)!!"	"WARNING! Tunnel negotiation is NOT allowed because the local box is not activated yet(no ""LIVESECURITY"" feature key is found)!!"	Ð
2070001	INFO	VPN / IPSEC	Tunnel established or re-keyed	The IPSec tunnel was established or re-keyed successfully. The log message includes the security association identifiers.	'gateway.1' BOVPN IPSec tunnel is established. local:192.168.81.0/28 remote:192.168.25.0/28 in-SA:0x445e72b7 out-SA:0x5f9f256f role:responder	'%s' %s IPSec tunnel is %s. local:%s remote:%s in-SA:0x%08x out-SA:0x%08x role:%s	${gateway} ${tunnel_type} IPSec tunnel is ${action}. local:${local} remote:${remote} in-spi:${in_spi} out-spi:${out_spi} role:${nego_role}
2090001	WARN	VPN / IPSEC	BOVPN tunnel limit reached	The maximum allowed number of BOVPN tunnel routes have been established. No new tunnel routes can be created until active tunnel routes expire or are deleted.	The maximum number of allowed active BOVPN tunnels has been reached (Maximum: 500 Current: 500).	The maximum number of active allowed BOVPN tunnels has been reached (Maximum: %d Current: %d)	Ð
2090001	WARN	VPN / IPSEC	BOVPN tunnel limit reached	The maximum allowed number of BOVPN tunnel routes have been established. No new tunnel routes can be created until active tunnel routes expire or are deleted.	The maximum number of allowed active BOVPN tunnels has been reached (Maximum: 500 Current: 500).	The maximum number of active allowed BOVPN tunnels has been reached (Maximum: %d Current: %d)	Ð
2090002	INFO	VPN / IPSEC	IKE process -- FireCluster role changed	The cluster master has changed because of a FireCluster failover. The local device will not handle IKE negotiation.	A FireCluster failover occurred. The cluster master has changed.	A FireCluster failover occurred. The cluster master has changed.	Ð
5B010001	INFO	VPN / L2TP	Daemon started	The Mobile VPN with L2TP daemon started.	The Mobile VPN with L2TP daemon started successfully.	The Mobile VPN with L2TP daemon started successfully.	Ð
5B010002	INFO	VPN / L2TP	Configuration updated	The Mobile VPN with L2TP daemon received a configuration update.	Updating configuration for Mobile VPN with L2TP.	Updating configuration for Mobile VPN with L2TP.	Ð
5B010003	INFO	VPN / L2TP	Daemon stopped	The Mobile VPN with L2TP daemon stopped.	Stopped Mobile VPN with L2TP daemon.	Stopped Mobile VPN with L2TP daemon.	Ð
